"HHID","WillingShareData_HCP2","Age","Education","CENSREG","RUC2003","Weight","WillingShareData_HCP2_numeric"
"72101166","Yes",60,"College graduate","Northeast","County in metro area of 250,000 to 1 million population",235,1
"72101167","Inapplicable, coded 2 in WearableDevTrackHealth2",42,"College graduate","Northeast","Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro a",185,NA
"72101170","Yes",55,"College graduate","West","County in metro area of 250,000 to 1 million population",145,1
"72101171","No",64,"12 years or completed high school","Midwest","Nonmetro county completely rural or less than 2,500 urban population, adjacent t",235,0
"72101173","Yes",-7,"Missing data (Web partial - Question Never Seen)","Northeast","County in metro area with 1 million population or more",-7,1
"72101189","Inapplicable, coded 2 in WearableDevTrackHealth2",46,"Postgraduate","West","County in metro area with 1 million population or more",159,NA
"72101192","Inapplicable, coded 2 in WearableDevTrackHealth2",72,"Postgraduate","Northeast","County in metro area with 1 million population or more",240,NA
"72101195","Inapplicable, coded 2 in WearableDevTrackHealth2",56,"12 years or completed high school","South","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",200,NA
"72101199","Inapplicable, coded 2 in WearableDevTrackHealth2",78,"Post high school training other than college (vocational or technical)","South","Nonmetro county with urban population of 20,000 or more, adjacent to a metro are",155,NA
"72101200","Yes",-7,"Missing data (Web partial - Question Never Seen)","South","County in metro area of 250,000 to 1 million population",110,1
"72101203","Inapplicable, coded 2 in WearableDevTrackHealth2",55,"College graduate","Midwest","County in metro area with 1 million population or more",165,NA
"72101214","Question answered in error (Commission Error)",45,"12 years or completed high school","South","County in metro area with 1 million population or more",150,NA
"72101216","Yes",78,"12 years or completed high school","South","Nonmetro county with urban population of 20,000 or more, adjacent to a metro are",165,1
"72101219","Yes",-9,"Missing data (Not Ascertained)","South","County in metro area with 1 million population or more",150,1
"72101223","Inapplicable, coded 2 in WearableDevTrackHealth2",62,"Some college","West","County in metro area with 1 million population or more",180,NA
"72101224","Missing data (Web partial - Question Never Seen)",-7,"Missing data (Web partial - Question Never Seen)","South","Nonmetro county with urban population of 20,000 or more, not adjacent to a metro",-7,NA
"72101229","Yes",34,"Postgraduate","South","Nonmetro county with urban population of 20,000 or more, adjacent to a metro are",110,1
"72101230","Inapplicable, coded 2 in WearableDevTrackHealth2",69,"College graduate","Midwest","County in metro area with 1 million population or more",244,NA
"72101236","Inapplicable, coded 2 in WearableDevTrackHealth2",70,"Some college","Midwest","Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro a",240,NA
"72101238","Question answered in error (Commission Error)",75,"8 through 11 years","Northeast","County in metro area with 1 million population or more",309,NA
"72101245","Inapplicable, coded 2 in WearableDevTrackHealth2",53,"Some college","South","County in metro area with 1 million population or more",282,NA
"72101248","Inapplicable, coded 2 in WearableDevTrackHealth2",74,"Some college","West","County in metro area of 250,000 to 1 million population",180,NA
"72101253","Inapplicable, coded 2 in WearableDevTrackHealth2",62,"Less than 8 years","South","County in metro area of fewer than 250,000 population",190,NA
"72101258","Yes",72,"College graduate","Midwest","County in metro area with 1 million population or more",185,1
"72101260","Inapplicable, coded 2 in WearableDevTrackHealth2",30,"Some college","South","County in metro area with 1 million population or more",161,NA
"72101286","Yes",41,"College graduate","South","County in metro area with 1 million population or more",127,1
"72101288","Inapplicable, coded 2 in WearableDevTrackHealth2",72,"Post high school training other than college (vocational or technical)","South","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",190,NA
"72101291","Question answered in error (Commission Error)",55,"Some college","Midwest","Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro a",250,NA
"72101295","Yes",77,"Post high school training other than college (vocational or technical)","Northeast","County in metro area with 1 million population or more",173,1
"72101299","Question answered in error (Commission Error)",87,"12 years or completed high school","South","County in metro area of 250,000 to 1 million population",165,NA
"72101301","Inapplicable, coded 2 in WearableDevTrackHealth2",96,"Post high school training other than college (vocational or technical)","South","County in metro area of 250,000 to 1 million population",161,NA
"72101312","Inapplicable, coded 2 in WearableDevTrackHealth2",74,"Less than 8 years","South","County in metro area with 1 million population or more",188,NA
"72101314","Question answered in error (Commission Error)",87,"12 years or completed high school","Midwest","Nonmetro county with urban population of 20,000 or more, adjacent to a metro are",260,NA
"72101316","Inapplicable, coded 2 in WearableDevTrackHealth2",88,"College graduate","West","County in metro area with 1 million population or more",213,NA
"72101317","Inapplicable, coded 2 in WearableDevTrackHealth2",72,"College graduate","South","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",150,NA
"72101321","Question answered in error (Commission Error)",63,"Some college","Midwest","Nonmetro county with urban population of 20,000 or more, not adjacent to a metro",115,NA
"72101328","Yes",33,"Postgraduate","West","County in metro area with 1 million population or more",200,1
"72101330","Question answered in error (Commission Error)",86,"8 through 11 years","Midwest","Nonmetro county completely rural or less than 2,500 urban population, not adjace",150,NA
"72101339","Question answered in error (Commission Error)",78,"Some college","Midwest","County in metro area of 250,000 to 1 million population",239,NA
"72101346","No",29,"College graduate","South","County in metro area of fewer than 250,000 population",190,0
"72101354","Inapplicable, coded 2 in WearableDevTrackHealth2",42,"Postgraduate","South","County in metro area with 1 million population or more",119,NA
"72101358","Inapplicable, coded 2 in WearableDevTrackHealth2",-9,"Postgraduate","West","County in metro area with 1 million population or more",150,NA
"72101364","Yes",42,"College graduate","South","Nonmetro county with urban population of 20,000 or more, adjacent to a metro are",250,1
"72101371","Inapplicable, coded 2 in WearableDevTrackHealth2",77,"College graduate","Northeast","County in metro area with 1 million population or more",330,NA
"72101372","Inapplicable, coded 2 in WearableDevTrackHealth2",22,"12 years or completed high school","South","County in metro area with 1 million population or more",145,NA
"72101377","Inapplicable, coded 2 in WearableDevTrackHealth2",72,"Postgraduate","Northeast","County in metro area with 1 million population or more",111,NA
"72101380","Question answered in error (Commission Error)",75,"Post high school training other than college (vocational or technical)","South","County in metro area with 1 million population or more",200,NA
"72101389","Yes",25,"Postgraduate","South","Nonmetro county with urban population of 20,000 or more, not adjacent to a metro",175,1
"72101394","Inapplicable, coded 2 in WearableDevTrackHealth2",64,"12 years or completed high school","South","County in metro area of 250,000 to 1 million population",-9,NA
"72101395","Yes",33,"Postgraduate","South","County in metro area with 1 million population or more",150,1
"72101396","Yes",56,"Postgraduate","South","Nonmetro county completely rural or less than 2,500 urban population, adjacent t",225,1
"72101400","Yes",-9,"Missing data (Not Ascertained)","South","County in metro area with 1 million population or more",200,1
"72101402","Yes",55,"College graduate","South","County in metro area with 1 million population or more",185,1
"72101405","Question answered in error (Commission Error)",73,"Some college","Midwest","County in metro area with 1 million population or more",160,NA
"72101408","Yes",27,"College graduate","Midwest","County in metro area with 1 million population or more",170,1
"72101409","Inapplicable, coded 2 in WearableDevTrackHealth2",-7,"Missing data (Web partial - Question Never Seen)","South","County in metro area with 1 million population or more",-7,NA
